| Natural Language Question | MongoDB Query | Collection Name |
| Find customers not born in 1980 with tier ID 'PREM001' | `db.customers.find({"birthdate": {"$not": {"$gte": new Date("1980-01-01"), "$lt": new Date("1981-01-01")}}, "tier_and_details.id": "PREM001"})` | customers |
| Find customers with email not 'john@example.com' and multiple benefits | `db.customers.find({"email": {"$ne": "john@example.com"}, "tier_and_details.benefits": {"$exists": true, "$not": {"$size": 0}}})` | customers |
| Find customers with username not 'john_doe' and active status | `db.customers.find({"username": {"$ne": "john_doe"}, "tier_and_details.active": true})` | customers |
| Find customers with name not 'John Doe', tier ID not 'PREM001', and benefit not 'free_shipping' | `db.customers.find({"name": {"$ne": "John Doe"}, "tier_and_details.id": {"$ne": "PREM001"}, "tier_and_details.benefits": {"$ne": "free_shipping"}})` | customers |

| How many transactions were made for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$project: {transaction_count: 1}}])` | transactions |
| What is the total amount of transactions for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the distinct transaction codes for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_transaction_codes: {$addToSet: '$transactions.transaction_code'}}}])` | transactions |
| What are the top 5 symbols with the highest total transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 5}])` | transactions |
| What is the average transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, avg_amount: {$avg: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the distinct symbols traded for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_symbols: {$addToSet: '$transactions.symbol'}}}])` | transactions |
| What is the maximum transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, max_amount: {$max: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the minimum transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, min_amount: {$min: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the top 3 transaction codes with the highest total transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 3}])` | transactions |
| What is the count of transactions for each transaction code for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', transaction_count: {$sum: 1}}}])` | transactions |
| What are the distinct dates when transactions were made for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_dates: {$addToSet: '$transactions.date'}}}])` | transactions |
| What is the total transaction amount for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the average transaction amount for each transaction code for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', avg_amount: {$avg: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the count of transactions for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', transaction_count: {$sum: 1}}}])` | transactions |
| What are the top 3 symbols with the highest transaction count for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', transaction_count: {$sum: 1}}}, {$sort: {transaction_count: -1}}, {$limit: 3}])` | transactions |
| What is the maximum transaction amount for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', max_amount: {$max: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the minimum transaction amount for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', min_amount: {$min: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the total transaction amount for each transaction code for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the count of transactions for each date for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.date', transaction_count: {$sum: 1}}}])` | transactions |
| What are the top 5 dates with the highest total transaction amount for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.date', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 5}])` | transactions |
| What is the average transaction price for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', avg_price: {$avg: {$toDouble: '$transactions.price'}}}}])` | transactions |
| What are the top 3 symbols with the highest average transaction price for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', avg_price: {$avg: {$toDouble: '$transactions.price'}}}}, {$sort: {avg_price: -1}}, {$limit: 3}])` | transactions |
| What is the maximum transaction price for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', max_price: {$max: {$toDouble: '$transactions.price'}}}}])` | transactions |
| What is the minimum transaction price for each symbol for a particular account (e.g., account_id = 12345) during a specific date range (e.g., between 2023-01-01 and 2023-01-31)? | `db.transactions.aggregate([{$match: {account_id: 12345, bucket_start_date: {$gte: new Date('2023-01-01'), $lte: new Date('2023-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', min_price: {$min: {$toDouble: '$transactions.price'}}}}])` | transactions |

| How many transactions were made for account 54321 between 2023-02-01 and 2023-02-28? | `db.transactions.aggregate([{$match: {account_id: 54321, bucket_start_date: {$gte: new Date('2023-02-01'), $lte: new Date('2023-02-28')}}}, {$project: {transaction_count: 1}}])` | transactions |
| What is the total amount of transactions for account 67890 between 2023-03-01 and 2023-03-31? | `db.transactions.aggregate([{$match: {account_id: 67890, bucket_start_date: {$gte: new Date('2023-03-01'), $lte: new Date('2023-03-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the distinct transaction codes for account 24680 between 2023-04-01 and 2023-04-30? | `db.transactions.aggregate([{$match: {account_id: 24680, bucket_start_date: {$gte: new Date('2023-04-01'), $lte: new Date('2023-04-30')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_transaction_codes: {$addToSet: '$transactions.transaction_code'}}}])` | transactions |
| What are the top 5 symbols with the highest total transaction amount for account 13579 between 2023-05-01 and 2023-05-31? | `db.transactions.aggregate([{$match: {account_id: 13579, bucket_start_date: {$gte: new Date('2023-05-01'), $lte: new Date('2023-05-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 5}])` | transactions |
| What is the average transaction amount for account 97531 between 2023-06-01 and 2023-06-30? | `db.transactions.aggregate([{$match: {account_id: 97531, bucket_start_date: {$gte: new Date('2023-06-01'), $lte: new Date('2023-06-30')}}}, {$unwind: '$transactions'}, {$group: {_id: null, avg_amount: {$avg: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the distinct symbols traded for account 86420 between 2023-07-01 and 2023-07-31? | `db.transactions.aggregate([{$match: {account_id: 86420, bucket_start_date: {$gte: new Date('2023-07-01'), $lte: new Date('2023-07-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_symbols: {$addToSet: '$transactions.symbol'}}}])` | transactions |
| What is the maximum transaction amount for account 75319 between 2023-08-01 and 2023-08-31? | `db.transactions.aggregate([{$match: {account_id: 75319, bucket_start_date: {$gte: new Date('2023-08-01'), $lte: new Date('2023-08-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, max_amount: {$max: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the minimum transaction amount for account 63258 between 2023-09-01 and 2023-09-30? | `db.transactions.aggregate([{$match: {account_id: 63258, bucket_start_date: {$gte: new Date('2023-09-01'), $lte: new Date('2023-09-30')}}}, {$unwind: '$transactions'}, {$group: {_id: null, min_amount: {$min: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the top 3 transaction codes with the highest total transaction amount for account 51497 between 2023-10-01 and 2023-10-31? | `db.transactions.aggregate([{$match: {account_id: 51497, bucket_start_date: {$gte: new Date('2023-10-01'), $lte: new Date('2023-10-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 3}])` | transactions |
| What is the count of transactions for each transaction code for account 39736 between 2023-11-01 and 2023-11-30? | `db.transactions.aggregate([{$match: {account_id: 39736, bucket_start_date: {$gte: new Date('2023-11-01'), $lte: new Date('2023-11-30')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', transaction_count: {$sum: 1}}}])` | transactions |
| What are the distinct dates when transactions were made for account 27975 between 2023-12-01 and 2023-12-31? | `db.transactions.aggregate([{$match: {account_id: 27975, bucket_start_date: {$gte: new Date('2023-12-01'), $lte: new Date('2023-12-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_dates: {$addToSet: '$transactions.date'}}}])` | transactions |
| What is the total transaction amount for each symbol for account 16214 between 2024-01-01 and 2024-01-31? | `db.transactions.aggregate([{$match: {account_id: 16214, bucket_start_date: {$gte: new Date('2024-01-01'), $lte: new Date('2024-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the average transaction amount for each transaction code for account 4453 between 2024-02-01 and 2024-02-29? | `db.transactions.aggregate([{$match: {account_id: 4453, bucket_start_date: {$gte: new Date('2024-02-01'), $lte: new Date('2024-02-29')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', avg_amount: {$avg: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the count of transactions for each symbol for account 92682 between 2024-03-01 and 2024-03-31? | `db.transactions.aggregate([{$match: {account_id: 92682, bucket_start_date: {$gte: new Date('2024-03-01'), $lte: new Date('2024-03-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', transaction_count: {$sum: 1}}}])` | transactions |
| What are the top 3 symbols with the highest transaction count for account 80921 between 2024-04-01 and 2024-04-30? | `db.transactions.aggregate([{$match: {account_id: 80921, bucket_start_date: {$gte: new Date('2024-04-01'), $lte: new Date('2024-04-30')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', transaction_count: {$sum: 1}}}, {$sort: {transaction_count: -1}}, {$limit: 3}])` | transactions |
| What is the maximum transaction amount for each symbol for account 69160 between 2024-05-01 and 2024-05-31? | `db.transactions.aggregate([{$match: {account_id: 69160, bucket_start_date: {$gte: new Date('2024-05-01'), $lte: new Date('2024-05-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', max_amount: {$max: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the minimum transaction amount for each symbol for account 57399 between 2024-06-01 and 2024-06-30? | `db.transactions.aggregate([{$match: {account_id: 57399, bucket_start_date: {$gte: new Date('2024-06-01'), $lte: new Date('2024-06-30')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', min_amount: {$min: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the total transaction amount for each transaction code for account 45638 between 2024-07-01 and 2024-07-31? | `db.transactions.aggregate([{$match: {account_id: 45638, bucket_start_date: {$gte: new Date('2024-07-01'), $lte: new Date('2024-07-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.transaction_code', total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What is the count of transactions for each date for account 33877 between 2024-08-01 and 2024-08-31? | `db.transactions.aggregate([{$match: {account_id: 33877, bucket_start_date: {$gte: new Date('2024-08-01'), $lte: new Date('2024-08-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.date', transaction_count: {$sum: 1}}}])` | transactions |
| What are the top 5 dates with the highest total transaction amount for account 22116 between 2024-09-01 and 2024-09-30? | `db.transactions.aggregate([{$match: {account_id: 22116, bucket_start_date: {$gte: new Date('2024-09-01'), $lte: new Date('2024-09-30')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.date', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 5}])` | transactions |
| What is the average transaction price for each symbol for account 10355 between 2024-10-01 and 2024-10-31? | `db.transactions.aggregate([{$match: {account_id: 10355, bucket_start_date: {$gte: new Date('2024-10-01'), $lte: new Date('2024-10-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', avg_price: {$avg: {$toDouble: '$transactions.price'}}}}])` | transactions |
| What are the top 3 symbols with the highest average transaction price for account 98594 between 2024-11-01 and 2024-11-30? | `db.transactions.aggregate([{$match: {account_id: 98594, bucket_start_date: {$gte: new Date('2024-11-01'), $lte: new Date('2024-11-30')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', avg_price: {$avg: {$toDouble: '$transactions.price'}}}}, {$sort: {avg_price: -1}}, {$limit: 3}])` | transactions |
| What is the maximum transaction price for each symbol for account 86833 between 2024-12-01 and 2024-12-31? | `db.transactions.aggregate([{$match: {account_id: 86833, bucket_start_date: {$gte: new Date('2024-12-01'), $lte: new Date('2024-12-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', max_price: {$max: {$toDouble: '$transactions.price'}}}}])` | transactions |
| What is the minimum transaction price for each symbol for account 75072 between 2025-01-01 and 2025-01-31? | `db.transactions.aggregate([{$match: {account_id: 75072, bucket_start_date: {$gte: new Date('2025-01-01'), $lte: new Date('2025-01-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', min_price: {$min: {$toDouble: '$transactions.price'}}}}])` | transactions |
| How many transactions were made for account 63311 between 2025-02-01 and 2025-02-28? | `db.transactions.aggregate([{$match: {account_id: 63311, bucket_start_date: {$gte: new Date('2025-02-01'), $lte: new Date('2025-02-28')}}}, {$project: {transaction_count: 1}}])` | transactions |
| What is the total amount of transactions for account 51550 between 2025-03-01 and 2025-03-31? | `db.transactions.aggregate([{$match: {account_id: 51550, bucket_start_date: {$gte: new Date('2025-03-01'), $lte: new Date('2025-03-31')}}}, {$unwind: '$transactions'}, {$group: {_id: null, total_amount: {$sum: {$toInt: '$transactions.total'}}}}])` | transactions |
| What are the distinct transaction codes for account 39789 between 2025-04-01 and 2025-04-30? | `db.transactions.aggregate([{$match: {account_id: 39789, bucket_start_date: {$gte: new Date('2025-04-01'), $lte: new Date('2025-04-30')}}}, {$unwind: '$transactions'}, {$group: {_id: null, distinct_transaction_codes: {$addToSet: '$transactions.transaction_code'}}}])` | transactions |
| What are the top 5 symbols with the highest total transaction amount for account 28028 between 2025-05-01 and 2025-05-31? | `db.transactions.aggregate([{$match: {account_id: 28028, bucket_start_date: {$gte: new Date('2025-05-01'), $lte: new Date('2025-05-31')}}}, {$unwind: '$transactions'}, {$group: {_id: '$transactions.symbol', total_amount: {$sum: {$toInt: '$transactions.total'}}}}, {$sort: {total_amount: -1}}, {$limit: 5}])` | transactions |

| What is the maximum price of a trade for the ticker "AAPL"? | `db.trades.find({ticker: "AAPL"}, {price: 1}).sort({price: -1}).limit(1)` | trades |
| What is the average price of trades for the ticker "GOOGL" on March 1, 2023? | `db.trades.aggregate([{$match: {ticker: "GOOGL", time: {$gte: ISODate("2023-03-01"), $lt: ISODate("2023-03-02")}}}, {$group: {_id: null, avgPrice: {$avg: "$price"}}}])` | trades |
| Find trades with a system value of "ABC" and a lag greater than 10. | `db.trades.find({"details.system": "ABC", "details.lag": {$gt: 10}})` | trades |
| Find the trade with the maximum number of shares for the ticker "MSFT". | `db.trades.find({ticker: "MSFT"}, {shares: 1}).sort({shares: -1}).limit(1)` | trades |
| Find trades where the highest bid is greater than the lowest ask. | `db.trades.find({"details.bids.0": {$gt: "details.asks.$slice(-1)"}})` | trades |
| Find trades with the ticker "AMZN" and a price range between 100 and 200. | `db.trades.find({ticker: "AMZN", price: {$gte: 100, $lte: 200}})` | trades |
| Find trades where the sum of the first two bids is greater than the sum of the last two asks. | `db.trades.find({"$expr": {"$gt": [{"$sum": ["$details.bids.slice(0, 2)"]}, {"$sum": ["$details.asks.slice(-2)"]}]}})` | trades |
| Find trades with the ticket value "ABC456" and a lag value less than 5. | `db.trades.find({ticket: "ABC456", "details.lag": {$lt: 5}})` | trades |
| Find the trade with the maximum lag value for the system "XYZ". | `db.trades.find({"details.system": "XYZ"}, {"details.lag": 1}).sort({"details.lag": -1}).limit(1)` | trades |
| Find trades where the length of the asks array is greater than the length of the bids array. | `db.trades.find({"$expr": {"$gt": [{"$size": "$details.asks"}, {"$size": "$details.bids"}]}})` | trades |
| Find trades with the ticker "FB" and a time range between March 1, 2023 and March 14, 2023. | `db.trades.find({ticker: "FB", time: {$gte: ISODate("2023-03-01"), $lt: ISODate("2023-03-15")}})` | trades |
| Find trades where the sum of the bids array is greater than 1000. | `db.trades.find({"$expr": {"$gt": [{"$sum": "$details.bids"}, 1000]}})` | trades |
| Find trades with the system value "PQR" and sort them by price in ascending order. | `db.trades.find({"details.system": "PQR"}).sort({price: 1})` | trades |
| Find trades where the length of the bids array is equal to 5. | `db.trades.find({"$expr": {"$eq": [{"$size": "$details.bids"}, 5]}})` | trades |
| Find trades where the first bid is greater than the last ask. | `db.trades.find({"$expr": {"$gt": ["$details.bids.0", "$details.asks.$slice(-1)"]}})` | trades |
| Find trades with the system value "LMN" and a lag value between 10 and 20. | `db.trades.find({"details.system": "LMN", "details.lag": {$gte: 10, $lte: 20}})` | trades |
| Find trades where the sum of the asks array is less than 1000. | `db.trades.find({"$expr": {"$lt": [{"$sum": "$details.asks"}, 1000]}})` | trades |
| Find trades where the length of the asks array is equal to the length of the bids array. | `db.trades.find({"$expr": {"$eq": [{"$size": "$details.asks"}, {"$size": "$details.bids"}]}})` | trades |
| Find trades with the system value "GHI" and a time range between March 1, 2023 and March 15, 2023. | `db.trades.find({"details.system": "GHI", time: {$gte: ISODate("2023-03-01"), $lt: ISODate("2023-03-15")}})` | trades |
| Find trades where the sum of the bids array is less than the sum of the asks array. | `db.trades.find({"$expr": {"$lt": [{"$sum": "$details.bids"}, {"$sum": "$details.asks"}]}})` | trades |
| Find trades where the length of the bids array is greater than 4. | `db.trades.find({"$expr": {"$gt": [{"$size": "$details.bids"}, 4]}})` | trades |

| Find trades with the ticker "AMD" and the first bid greater than 100. | `db.trades.find({ticker: "AMD", "details.bids.0": {$gt: 100}})` | trades |
| Find trades with the system value "XYZ" and the last ask less than 90. | `db.trades.find({"details.system": "XYZ", "details.asks.$slice(-1)": {$lt: 90}})` | trades |
| Find the trade with the maximum lag value for the ticket "ABC123". | `db.trades.find({ticket: "ABC123"}, {"details.lag": 1}).sort({"details.lag": -1}).limit(1)` | trades |
| Find trades where the second bid is greater than the third ask. | `db.trades.find({"$expr": {"$gt": ["$details.bids.1", "$details.asks.2"]}})` | trades |
| Find trades with the ticker "CSCO" and shares between 500 and 1000. | `db.trades.find({ticker: "CSCO", shares: {$gte: 500, $lte: 1000}})` | trades |
| Find trades where the length of the asks array is 3. | `db.trades.find({"$expr": {"$eq": [{"$size": "$details.asks"}, 3]}})` | trades |
| Find trades where the sum of the asks array is greater than 1500. | `db.trades.find({"$expr": {"$gt": [{"$sum": "$details.asks"}, 1500]}})` | trades |
| Find trades with the system value "PQR" and the third bid greater than 200. | `db.trades.find({"details.system": "PQR", "details.bids.2": {$gt: 200}})` | trades |
| Find trades where the length of the bids array is less than 5. | `db.trades.find({"$expr": {"$lt": [{"$size": "$details.bids"}, 5]}})` | trades |
| Find trades with the ticket value "GHI789" and a lag value of 0. | `db.trades.find({ticket: "GHI789", "details.lag": 0})` | trades |
| Find trades where the second ask is greater than the sum of the first two bids. | `db.trades.find({"$expr": {"$gt": ["$details.asks.1", {"$sum": ["$details.bids.slice(0, 2)"]}]}})` | trades |
| Find trades where the length of the asks array is not equal to the length of the bids array. | `db.trades.find({"$expr": {"$ne": [{"$size": "$details.asks"}, {"$size": "$details.bids"}]}})` | trades |
| Find trades with the system value "LMN" and the first ask greater than the second bid. | `db.trades.find({"details.system": "LMN", "$expr": {"$gt": ["$details.asks.0", "$details.bids.1"]}})` | trades |
| Find the trade with the minimum lag value for the ticket "JKL456". | `db.trades.find({ticket: "JKL456"}, {"details.lag": 1}).sort({"details.lag": 1}).limit(1)` | trades |
| Find trades where the sum of the first three bids is less than 500. | `db.trades.find({"$expr": {"$lt": [{"$sum": ["$details.bids.slice(0, 3)"]}, 500]}})` | trades |
| Find trades where the first bid is equal to the last ask. | `db.trades.find({"$expr": {"$eq": ["$details.bids.0", "$details.asks.$slice(-1)"]}})` | trades |
| Find trades where the length of the bids array is 2. | `db.trades.find({"$expr": {"$eq": [{"$size": "$details.bids"}, 2]}})` | trades |
| Find trades with the system value "QRS" and the second ask less than 80. | `db.trades.find({"details.system": "QRS", "details.asks.1": {$lt: 80}})` | trades |
| Find trades where the sum of the asks array is between 1000 and 2000. | `db.trades.find({"$expr": {"$and": [{"$gte": [{"$sum": "$details.asks"}, 1000]}, {"$lte": [{"$sum": "$details.asks"}, 2000]}]}})` | trades |
| Find trades with the ticket value "PQR123" and the first bid greater than the second bid. | `db.trades.find({ticket: "PQR123", "$expr": {"$gt": ["$details.bids.0", "$details.bids.1"]}})` | trades |
| Find trades where the length of the asks array is greater than 5. | `db.trades.find({"$expr": {"$gt": [{"$size": "$details.asks"}, 5]}})` | trades |
| Find trades with the system value "TUV" and a lag value not equal to 10. | `db.trades.find({"details.system": "TUV", "details.lag": {$ne: 10}})` | trades |

| What is the average score of a student for the type "exam"? | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.type": "exam" } }, { $group: { _id: null, avgScore: { $avg: "$scores.score" } } }]) | students |
| Find the student with the highest score for the type "quiz". | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.type": "quiz" } }, { $sort: { "scores.score": -1 } }, { $limit: 1 }]) | students |
| Get the count of students who have scored above 80 in any type. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 80 } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have not scored in any type. | db.students.aggregate([{ $match: { $or: [{ scores: { $exists: false } }, { scores: { $size: 0 } }] } }, { $project: { name: 1 } }]) | students |
| Get the average score for each type across all students. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$scores.type", avgScore: { $avg: "$scores.score" } } }]) | students |
| Find the names of students who have scored above 90 in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 90 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { "scores.1": { $exists: true } } }, { $project: { name: 1 } }]) | students |
